file_name,sharpness_score,label
1_teqhpjlpza_2.jpg,3156.05216454407,real
1_hrztbthajc_1.jpg,7307.762703625077,real
1_lbjcikdfsu_1.jpg,22438.38145495673,real
1_colvnutibe_1.jpg,3108.4610582738555,real
1_zztnoihwgg_1.jpg,2113.1615338228185,real
1_jmpumaauyh_1.jpg,2181.575911108825,real
0_omodwoqqhv_2.jpg,1576.8262316101248,real
1_bpteuesxca_2.jpg,496.4092184314625,real
1_fniwtkekbc_1.jpg,455.45238759566325,real
1_udybhjzjsw_1.jpg,2091.936412843055,real
1_umwktfpiyb_1.jpg,2912.137712948127,real
1_ueobjeflda_0.jpg,766.4575876520356,real
1_swwskrimwl_2.jpg,1100.0484245455996,real
0_hagwpqirru_2.jpg,482.611982047682,real
1_wcfhxxgyoj_0.jpg,2998.8960889302307,real
1_bbqosygkdg_2.jpg,548.5203741213422,real
1_hhdtuilvnd_0.jpg,796.4479702302488,real
1_hsodphpjra_2.jpg,921.2356687479843,real
1_ybgjbafxuc_2.jpg,1346.6462150106624,real
0_voeyftxnik_0.jpg,1897.2706360342304,real
1_nnqcyporze_0.jpg,2124.539665066466,real
1_uyxcjhrvko_1.jpg,516.1068369298615,real
0_witzdrryqk_1.jpg,1343.09371878931,real
1_azenhytrlc_1.jpg,626.0920907508727,real
1_ryowxmsqnk_1.jpg,2197.419340172195,real
1_nraghgolqd_2.jpg,3190.2858970543584,real
1_hlbrbkvyhr_2.jpg,16941.198910542797,real
1_yhprjqndda_2.jpg,844.1266136932055,real
1_yzvekudmeq_0.jpg,5074.277658420024,real
1_mtoufpmlba_0.jpg,1021.0127200146906,real
0_rrwgtachie_0.jpg,1368.9208035955623,real
0_qoihghfryp_1.jpg,9824.646112647368,real
1_jzmdzmzxto_2.jpg,211.7268704323409,real
1_gobzlemppm_1.jpg,3858.147109260861,real
1_cvboojbsxa_0.jpg,1793.3030050512853,real
1_mymhdntqyf_0.jpg,196.43201908197366,real
1_axqkzfboii_1.jpg,324.78409298853495,real
1_rgtmbxxalj_0.jpg,2895.9247339527487,real
1_lrkjlmsxlm_0.jpg,3650.2088404869546,real
1_oywsozuuyn_2.jpg,1593.475162485052,real
1_rrtdgbxwul_1.jpg,498.47998329045026,real
